state,month_start,ev_total,period,cum_ports,dc_ratio
Perak,2024-03-01,72,Historical,36.0,0.5555555555555556
Perak,2024-04-01,44,Historical,37.0,0.5405405405405406
Perak,2024-05-01,76,Historical,37.0,0.5405405405405406
Perak,2024-06-01,60,Historical,52.0,0.6346153846153846
Perak,2024-07-01,57,Historical,52.0,0.6346153846153846
Perak,2024-08-01,52,Historical,62.0,0.6935483870967742
Perak,2024-09-01,44,Historical,63.0,0.6825396825396826
Perak,2024-10-01,47,Historical,114.0,0.5
Perak,2024-11-01,55,Historical,114.0,0.5
Perak,2024-12-01,68,Historical,136.0,0.5073529411764706
Perak,2025-01-01,47,Historical,136.0,0.5073529411764706
Perak,2025-02-01,58,Historical,136.0,0.5073529411764706
Perak,2025-03-01,81,Historical,136.0,0.5073529411764706
Perak,2025-04-01,86,Historical,136.0,0.5073529411764706
Perak,2025-05-01,114,Historical,162.0,0.5370370370370371
Perak,2025-06-01,98,Historical,162.0,0.5370370370370371
Perak,2025-07-01,79,Historical,162.0,0.5370370370370371
Perak,2025-08-01,90,Historical,162.0,0.5370370370370371
Perak,2025-09-01,98,Historical,162.0,0.5370370370370371
Perak,2025-09-01,94,XGBoost Forecast,162.0,0.5370370370370371
Perak,2025-10-01,116,XGBoost Forecast,162.0,0.5370370370370371
Perak,2025-11-01,132,XGBoost Forecast,162.0,0.5370370370370371
Perak,2025-12-01,197,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-01-01,134,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-02-01,151,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-03-01,186,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-04-01,195,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-05-01,272,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-06-01,229,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-07-01,215,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-08-01,235,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-09-01,205,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-10-01,204,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-11-01,230,XGBoost Forecast,162.0,0.5370370370370371
Perak,2026-12-01,309,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-01-01,224,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-02-01,206,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-03-01,277,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-04-01,265,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-05-01,329,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-06-01,285,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-07-01,275,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-08-01,280,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-09-01,269,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-10-01,279,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-11-01,294,XGBoost Forecast,162.0,0.5370370370370371
Perak,2027-12-01,388,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-01-01,287,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-02-01,293,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-03-01,406,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-04-01,375,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-05-01,488,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-06-01,373,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-07-01,398,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-08-01,445,XGBoost Forecast,162.0,0.5370370370370371
Perak,2028-09-01,365,XGBoost Forecast,162.0,0.5370370370370371
Perlis,2020-01-01,0,Historical,0.0,0.0
Perlis,2020-02-01,0,Historical,0.0,0.0
Perlis,2020-03-01,0,Historical,0.0,0.0
Perlis,2020-04-01,0,Historical,0.0,0.0
Perlis,2020-05-01,0,Historical,0.0,0.0
Perlis,2020-06-01,0,Historical,0.0,0.0
Perlis,2020-07-01,0,Historical,0.0,0.0
Perlis,2020-08-01,0,Historical,0.0,0.0
Perlis,2020-09-01,0,Historical,0.0,0.0
Perlis,2020-10-01,0,Historical,0.0,0.0
Perlis,2020-11-01,0,Historical,0.0,0.0
Perlis,2020-12-01,0,Historical,0.0,0.0
Perlis,2021-01-01,0,Historical,0.0,0.0
Perlis,2021-02-01,0,Historical,0.0,0.0
Perlis,2021-03-01,0,Historical,0.0,0.0
Perlis,2021-04-01,0,Historical,0.0,0.0
Perlis,2021-05-01,0,Historical,0.0,0.0
Perlis,2021-06-01,0,Historical,0.0,0.0
Perlis,2021-07-01,0,Historical,0.0,0.0
Perlis,2021-08-01,0,Historical,0.0,0.0
Perlis,2021-09-01,0,Historical,0.0,0.0
Perlis,2021-10-01,0,Historical,0.0,0.0
Perlis,2021-11-01,0,Historical,0.0,0.0
Perlis,2021-12-01,0,Historical,0.0,0.0
Perlis,2022-01-01,0,Historical,0.0,0.0
Perlis,2022-02-01,0,Historical,0.0,0.0
Perlis,2022-03-01,0,Historical,0.0,0.0
Perlis,2022-04-01,1,Historical,0.0,0.0
Perlis,2022-05-01,0,Historical,0.0,0.0
Perlis,2022-06-01,0,Historical,0.0,0.0
Perlis,2022-07-01,0,Historical,0.0,0.0
Perlis,2022-08-01,1,Historical,0.0,0.0
Perlis,2022-09-01,1,Historical,0.0,0.0
Perlis,2022-10-01,1,Historical,0.0,0.0
Perlis,2022-11-01,1,Historical,0.0,0.0
Perlis,2022-12-01,2,Historical,0.0,0.0
Perlis,2023-01-01,1,Historical,0.0,0.0
Perlis,2023-02-01,2,Historical,0.0,0.0
Perlis,2023-03-01,3,Historical,0.0,0.0
Perlis,2023-04-01,2,Historical,0.0,0.0
Perlis,2023-05-01,3,Historical,0.0,0.0
Perlis,2023-06-01,3,Historical,0.0,0.0
Perlis,2023-07-01,3,Historical,0.0,0.0
Perlis,2023-08-01,3,Historical,0.0,0.0
Perlis,2023-09-01,2,Historical,0.0,0.0
Perlis,2023-10-01,6,Historical,0.0,0.0
Perlis,2023-11-01,6,Historical,0.0,0.0
Perlis,2023-12-01,10,Historical,2.0,1.0
Perlis,2024-01-01,5,Historical,2.0,1.0
Perlis,2024-02-01,4,Historical,2.0,1.0
Perlis,2024-03-01,11,Historical,2.0,1.0
Perlis,2024-04-01,7,Historical,2.0,1.0
Perlis,2024-05-01,11,Historical,2.0,1.0
Perlis,2024-06-01,9,Historical,2.0,1.0
Perlis,2024-07-01,6,Historical,2.0,1.0
Perlis,2024-08-01,9,Historical,2.0,1.0
Perlis,2024-09-01,5,Historical,2.0,1.0
Perlis,2024-10-01,6,Historical,2.0,1.0
Perlis,2024-11-01,10,Historical,2.0,1.0
Perlis,2024-12-01,11,Historical,2.0,1.0
Perlis,2025-01-01,6,Historical,2.0,1.0
Perlis,2025-02-01,15,Historical,2.0,1.0
Perlis,2025-03-01,11,Historical,2.0,1.0
Perlis,2025-04-01,14,Historical,2.0,1.0
Perlis,2025-05-01,20,Historical,2.0,1.0
Perlis,2025-06-01,15,Historical,2.0,1.0
Perlis,2025-07-01,11,Historical,2.0,1.0
Perlis,2025-08-01,16,Historical,2.0,1.0
Perlis,2025-09-01,16,Historical,2.0,1.0
Perlis,2025-09-01,15,XGBoost Forecast,2.0,1.0
Perlis,2025-10-01,14,XGBoost Forecast,2.0,1.0
Perlis,2025-11-01,17,XGBoost Forecast,2.0,1.0
Perlis,2025-12-01,23,XGBoost Forecast,2.0,1.0
Perlis,2026-01-01,18,XGBoost Forecast,2.0,1.0
Perlis,2026-02-01,20,XGBoost Forecast,2.0,1.0
Perlis,2026-03-01,25,XGBoost Forecast,2.0,1.0
Perlis,2026-04-01,26,XGBoost Forecast,2.0,1.0
Perlis,2026-05-01,31,XGBoost Forecast,2.0,1.0
Perlis,2026-06-01,28,XGBoost Forecast,2.0,1.0
Perlis,2026-07-01,29,XGBoost Forecast,2.0,1.0
Perlis,2026-08-01,35,XGBoost Forecast,2.0,1.0
Perlis,2026-09-01,32,XGBoost Forecast,2.0,1.0
Perlis,2026-10-01,36,XGBoost Forecast,2.0,1.0
Perlis,2026-11-01,35,XGBoost Forecast,2.0,1.0
Perlis,2026-12-01,53,XGBoost Forecast,2.0,1.0
Perlis,2027-01-01,44,XGBoost Forecast,2.0,1.0
Perlis,2027-02-01,48,XGBoost Forecast,2.0,1.0
Perlis,2027-03-01,62,XGBoost Forecast,2.0,1.0
Perlis,2027-04-01,57,XGBoost Forecast,2.0,1.0
Perlis,2027-05-01,71,XGBoost Forecast,2.0,1.0
Perlis,2027-06-01,60,XGBoost Forecast,2.0,1.0
Perlis,2027-07-01,56,XGBoost Forecast,2.0,1.0
Perlis,2027-08-01,56,XGBoost Forecast,2.0,1.0
Perlis,2027-09-01,55,XGBoost Forecast,2.0,1.0
Perlis,2027-10-01,56,XGBoost Forecast,2.0,1.0
Perlis,2027-11-01,56,XGBoost Forecast,2.0,1.0
Perlis,2027-12-01,77,XGBoost Forecast,2.0,1.0
Perlis,2028-01-01,58,XGBoost Forecast,2.0,1.0
Perlis,2028-02-01,62,XGBoost Forecast,2.0,1.0
Perlis,2028-03-01,75,XGBoost Forecast,2.0,1.0
Perlis,2028-04-01,76,XGBoost Forecast,2.0,1.0
Perlis,2028-05-01,94,XGBoost Forecast,2.0,1.0
Perlis,2028-06-01,82,XGBoost Forecast,2.0,1.0
Perlis,2028-07-01,82,XGBoost Forecast,2.0,1.0
Perlis,2028-08-01,81,XGBoost Forecast,2.0,1.0
Perlis,2028-09-01,80,XGBoost Forecast,2.0,1.0
Pulau Pinang,2020-01-01,0,Historical,0.0,0.0
Pulau Pinang,2020-02-01,1,Historical,0.0,0.0
Pulau Pinang,2020-03-01,0,Historical,0.0,0.0
Pulau Pinang,2020-04-01,0,Historical,0.0,0.0
Pulau Pinang,2020-05-01,0,Historical,0.0,0.0
Pulau Pinang,2020-06-01,0,Historical,0.0,0.0
Pulau Pinang,2020-07-01,0,Historical,0.0,0.0
Pulau Pinang,2020-08-01,0,Historical,0.0,0.0
Pulau Pinang,2020-09-01,0,Historical,0.0,0.0
Pulau Pinang,2020-10-01,1,Historical,0.0,0.0
Pulau Pinang,2020-11-01,3,Historical,0.0,0.0
Pulau Pinang,2020-12-01,0,Historical,0.0,0.0
Pulau Pinang,2021-01-01,0,Historical,0.0,0.0
Pulau Pinang,2021-02-01,1,Historical,0.0,0.0
Pulau Pinang,2021-03-01,8,Historical,0.0,0.0
Pulau Pinang,2021-04-01,4,Historical,0.0,0.0
Pulau Pinang,2021-05-01,2,Historical,0.0,0.0
Pulau Pinang,2021-06-01,0,Historical,0.0,0.0
Pulau Pinang,2021-07-01,1,Historical,0.0,0.0
Pulau Pinang,2021-08-01,6,Historical,0.0,0.0
Pulau Pinang,2021-09-01,6,Historical,0.0,0.0
Pulau Pinang,2021-10-01,2,Historical,0.0,0.0
Pulau Pinang,2021-11-01,0,Historical,0.0,0.0
Pulau Pinang,2021-12-01,0,Historical,0.0,0.0
Pulau Pinang,2022-01-01,1,Historical,0.0,0.0
Pulau Pinang,2022-02-01,6,Historical,0.0,0.0
Pulau Pinang,2022-03-01,9,Historical,0.0,0.0
Pulau Pinang,2022-04-01,24,Historical,0.0,0.0
Pulau Pinang,2022-05-01,10,Historical,0.0,0.0
Pulau Pinang,2022-06-01,12,Historical,0.0,0.0
Pulau Pinang,2022-07-01,11,Historical,0.0,0.0
Pulau Pinang,2022-08-01,18,Historical,0.0,0.0
Pulau Pinang,2022-09-01,46,Historical,0.0,0.0
Pulau Pinang,2022-10-01,21,Historical,0.0,0.0
Pulau Pinang,2022-11-01,46,Historical,0.0,0.0
Pulau Pinang,2022-12-01,61,Historical,0.0,0.0
Pulau Pinang,2023-01-01,22,Historical,0.0,0.0
Pulau Pinang,2023-02-01,31,Historical,0.0,0.0
Pulau Pinang,2023-03-01,71,Historical,36.0,0.1944444444444444
Pulau Pinang,2023-04-01,50,Historical,36.0,0.1944444444444444
Pulau Pinang,2023-05-01,85,Historical,36.0,0.1944444444444444
Pulau Pinang,2023-06-01,66,Historical,36.0,0.1944444444444444
Pulau Pinang,2023-07-01,86,Historical,41.0,0.1951219512195122
Pulau Pinang,2023-08-01,82,Historical,45.0,0.2
Pulau Pinang,2023-09-01,90,Historical,45.0,0.2
Pulau Pinang,2023-10-01,123,Historical,60.0,0.25
Pulau Pinang,2023-11-01,135,Historical,60.0,0.25
Pulau Pinang,2023-12-01,235,Historical,66.0,0.3181818181818182
Pulau Pinang,2024-01-01,100,Historical,66.0,0.3181818181818182
Pulau Pinang,2024-02-01,75,Historical,66.0,0.3181818181818182
Pulau Pinang,2024-03-01,185,Historical,94.0,0.3191489361702128
Pulau Pinang,2024-04-01,111,Historical,99.0,0.303030303030303
Pulau Pinang,2024-05-01,180,Historical,99.0,0.303030303030303
Pulau Pinang,2024-06-01,130,Historical,141.0,0.2765957446808511
Pulau Pinang,2024-07-01,132,Historical,141.0,0.2765957446808511
Pulau Pinang,2024-08-01,131,Historical,184.0,0.2608695652173913
Pulau Pinang,2024-09-01,116,Historical,184.0,0.2608695652173913
Pulau Pinang,2024-10-01,128,Historical,293.0,0.2150170648464164
Pulau Pinang,2024-11-01,139,Historical,293.0,0.2150170648464164
Pulau Pinang,2024-12-01,202,Historical,320.0,0.234375
Pulau Pinang,2025-01-01,124,Historical,320.0,0.234375
Pulau Pinang,2025-02-01,158,Historical,320.0,0.234375
Pulau Pinang,2025-03-01,208,Historical,320.0,0.234375
Pulau Pinang,2025-04-01,220,Historical,320.0,0.234375
Pulau Pinang,2025-05-01,310,Historical,393.0,0.2519083969465648
Pulau Pinang,2025-06-01,254,Historical,393.0,0.2519083969465648
Pulau Pinang,2025-07-01,209,Historical,393.0,0.2519083969465648
Pulau Pinang,2025-08-01,264,Historical,393.0,0.2519083969465648
Pulau Pinang,2025-09-01,270,Historical,393.0,0.2519083969465648
Pulau Pinang,2025-09-01,254,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2025-10-01,268,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2025-11-01,336,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2025-12-01,441,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-01-01,315,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-02-01,347,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-03-01,510,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-04-01,432,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-05-01,587,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-06-01,503,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-07-01,454,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-08-01,552,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-09-01,541,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-10-01,501,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-11-01,675,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2026-12-01,882,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-01-01,655,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-02-01,663,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-03-01,793,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-04-01,848,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-05-01,1072,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-06-01,850,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-07-01,853,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-08-01,876,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-09-01,870,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-10-01,902,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-11-01,961,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2027-12-01,1211,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-01-01,815,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-02-01,916,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-03-01,1217,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-04-01,1025,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-05-01,1206,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-06-01,1029,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-07-01,988,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-08-01,1010,XGBoost Forecast,393.0,0.2519083969465648
Pulau Pinang,2028-09-01,940,XGBoost Forecast,393.0,0.2519083969465648
Sabah,2020-01-01,0,Historical,0.0,0.0
Sabah,2020-02-01,0,Historical,0.0,0.0
Sabah,2020-03-01,0,Historical,0.0,0.0
Sabah,2020-04-01,0,Historical,0.0,0.0
Sabah,2020-05-01,0,Historical,0.0,0.0
Sabah,2020-06-01,0,Historical,0.0,0.0
Sabah,2020-07-01,0,Historical,0.0,0.0
Sabah,2020-08-01,0,Historical,0.0,0.0
Sabah,2020-09-01,0,Historical,0.0,0.0
Sabah,2020-10-01,1,Historical,0.0,0.0
Sabah,2020-11-01,0,Historical,0.0,0.0
Sabah,2020-12-01,0,Historical,0.0,0.0
Sabah,2021-01-01,0,Historical,0.0,0.0
Sabah,2021-02-01,0,Historical,0.0,0.0
Sabah,2021-03-01,0,Historical,0.0,0.0
Sabah,2021-04-01,0,Historical,0.0,0.0
Sabah,2021-05-01,0,Historical,0.0,0.0
Sabah,2021-06-01,0,Historical,0.0,0.0
Sabah,2021-07-01,0,Historical,0.0,0.0
Sabah,2021-08-01,1,Historical,0.0,0.0
Sabah,2021-09-01,1,Historical,0.0,0.0
Sabah,2021-10-01,0,Historical,0.0,0.0
Sabah,2021-11-01,0,Historical,0.0,0.0
Sabah,2021-12-01,0,Historical,0.0,0.0
Sabah,2022-01-01,0,Historical,0.0,0.0
Sabah,2022-02-01,0,Historical,0.0,0.0
Sabah,2022-03-01,2,Historical,0.0,0.0
Sabah,2022-04-01,6,Historical,0.0,0.0
Sabah,2022-05-01,4,Historical,0.0,0.0
Sabah,2022-06-01,5,Historical,0.0,0.0
Sabah,2022-07-01,4,Historical,0.0,0.0
Sabah,2022-08-01,5,Historical,0.0,0.0
Sabah,2022-09-01,15,Historical,0.0,0.0
Sabah,2022-10-01,11,Historical,0.0,0.0
Sabah,2022-11-01,10,Historical,0.0,0.0
Sabah,2022-12-01,40,Historical,0.0,0.0
Sabah,2023-01-01,8,Historical,0.0,0.0
Sabah,2023-02-01,16,Historical,0.0,0.0
Sabah,2023-03-01,30,Historical,1.0,0.0
Sabah,2023-04-01,20,Historical,1.0,0.0
Sabah,2023-05-01,31,Historical,1.0,0.0
Sabah,2023-06-01,28,Historical,1.0,0.0
Sabah,2023-07-01,27,Historical,1.0,0.0
Sabah,2023-08-01,39,Historical,1.0,0.0
Sabah,2023-09-01,38,Historical,1.0,0.0
Sabah,2023-10-01,49,Historical,1.0,0.0
Sabah,2023-11-01,69,Historical,1.0,0.0
Sabah,2023-12-01,107,Historical,1.0,0.0
Sabah,2024-01-01,52,Historical,1.0,0.0
Sabah,2024-02-01,40,Historical,1.0,0.0
Sabah,2024-03-01,92,Historical,1.0,0.0
Sabah,2024-04-01,64,Historical,1.0,0.0
Sabah,2024-05-01,95,Historical,1.0,0.0
Sabah,2024-06-01,90,Historical,1.0,0.0
Sabah,2024-07-01,83,Historical,1.0,0.0
Sabah,2024-08-01,59,Historical,7.0,0.2857142857142857
Sabah,2024-09-01,57,Historical,7.0,0.2857142857142857
Sabah,2024-10-01,68,Historical,12.0,0.3333333333333333
Sabah,2024-11-01,70,Historical,12.0,0.3333333333333333
Sabah,2024-12-01,110,Historical,24.0,0.3333333333333333
Sabah,2025-01-01,87,Historical,24.0,0.3333333333333333
Sabah,2025-02-01,68,Historical,24.0,0.3333333333333333
Sabah,2025-03-01,121,Historical,24.0,0.3333333333333333
Sabah,2025-04-01,105,Historical,24.0,0.3333333333333333
Sabah,2025-05-01,165,Historical,45.0,0.2888888888888888
Sabah,2025-06-01,144,Historical,45.0,0.2888888888888888
Sabah,2025-07-01,120,Historical,45.0,0.2888888888888888
Sabah,2025-08-01,145,Historical,45.0,0.2888888888888888
Sabah,2025-09-01,144,Historical,45.0,0.2888888888888888
Sabah,2025-09-01,137,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2025-10-01,145,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2025-11-01,155,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2025-12-01,217,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-01-01,182,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-02-01,192,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-03-01,261,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-04-01,267,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-05-01,306,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-06-01,239,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-07-01,219,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-08-01,243,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-09-01,236,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-10-01,229,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-11-01,245,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2026-12-01,315,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2027-01-01,236,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2027-02-01,229,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2027-03-01,311,XGBoost Forecast,45.0,0.2888888888888888
Sabah,2027-04-01,332,XGBoost Forecast,45.0,0.2888888888888888
